,USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE
592,107,292,832003754,click
593,107,185,832003754,click
594,107,208,832003755,click
595,107,110,832003811,click
596,107,110,832003811,watch
597,107,266,832003845,click
598,107,266,832003845,watch
599,107,410,832003845,click
600,107,111,832003891,watch
601,107,317,832003891,watch
602,107,160,832003891,watch
603,107,432,832003891,click
604,107,432,832003891,watch
605,107,111,832003891,click
606,107,317,832003891,click
607,107,160,832003891,click
608,40,150,832058854,watch
609,40,296,832058854,watch
610,40,296,832058854,click
611,40,590,832058854,click
612,40,380,832058854,click
613,40,590,832058854,watch
614,40,592,832058854,watch
615,40,150,832058854,click
616,40,592,832058854,click
617,40,588,832058897,watch
618,40,344,832058897,watch
619,40,165,832058897,watch
620,40,153,832058897,click
621,40,588,832058897,click
622,40,165,832058897,click
623,40,344,832058897,click
624,40,595,832058930,click
625,40,316,832058930,click
626,40,318,832058930,click
627,40,329,832058930,click
628,40,318,832058930,watch
629,40,434,832058959,click
630,40,1,832058959,watch
631,40,1,832058959,click
632,40,339,832058959,click
633,40,208,832059012,click
634,40,300,832059012,click
635,40,300,832059012,watch
636,40,292,832059012,click
637,40,110,832059053,click
638,40,21,832059053,click
639,40,21,832059053,watch
640,40,410,832059053,click
641,40,110,832059053,watch
642,40,34,832059080,click
643,40,266,832059080,watch
644,40,266,832059080,click
645,40,317,832059080,watch
646,40,317,832059080,click
647,40,34,832059080,watch
648,40,432,832059116,click
649,40,111,832059116,watch
650,40,111,832059116,click
651,40,236,832059137,click
652,40,236,832059137,watch
653,40,19,832059137,click
654,40,151,832059189,click
655,40,337,832059189,click
656,40,151,832059189,watch
657,40,435,832059189,click
658,40,337,832059189,watch
659,40,186,832059273,click
660,40,173,832059273,watch
661,40,553,832059273,watch
662,40,17,832059273,click
663,40,252,832059273,watch
664,40,17,832059273,watch
665,40,173,832059273,click
666,40,252,832059273,click
667,40,553,832059273,click
668,40,235,832059293,click
669,40,265,832059293,click
670,40,235,832059293,watch
671,40,265,832059293,watch
672,40,168,832059315,click
673,40,158,832059315,watch
674,40,158,832059315,click
675,40,62,832059339,watch
676,40,224,832059339,click
677,40,172,832059339,click
678,40,172,832059339,watch
679,40,62,832059339,click
680,40,224,832059339,watch
681,40,256,832059371,click
682,40,48,832059371,click
683,40,31,832059371,click
684,40,31,832059371,watch
685,40,223,832059371,click
686,40,223,832059371,watch
687,40,44,832059393,click
688,40,272,832059417,watch
689,40,272,832059417,click
696,40,163,832059474,watch
697,40,163,832059474,click
698,40,431,832059493,click
699,40,431,832059493,watch
700,40,60,832059509,watch
701,40,60,832059509,click
704,40,457,832059534,click
705,40,327,832059585,watch
708,40,327,832059585,click
709,40,610,832059622,watch
713,40,610,832059622,click
714,40,307,832059644,click
715,40,454,832059644,watch
716,40,364,832059644,watch
717,40,364,832059644,click
718,40,307,832059644,watch
719,40,454,832059644,click
722,40,367,832059676,click
723,40,367,832059676,watch
725,40,440,832059716,click
726,40,440,832059716,watch
728,40,509,832059716,click
729,40,616,832059734,click
733,40,551,832059770,click
734,40,350,832059787,click
735,40,350,832059787,watch
736,40,353,832059840,click
737,40,585,832059863,click
746,40,376,832060011,click
755,40,362,832060128,click
757,40,362,832060128,watch
770,604,296,832079767,watch
771,604,296,832079767,click
772,604,344,832079796,click
773,604,153,832079796,click
774,604,588,832079796,click
775,604,165,832079796,click
776,604,165,832079796,watch
777,604,329,832079819,click
778,604,316,832079820,click
779,604,316,832079820,watch
780,604,595,832079820,click
781,604,434,832079851,click
782,604,434,832079851,watch
783,604,339,832079851,click
784,604,1,832079851,click
785,604,185,832079869,click
786,604,292,832079869,click
787,604,208,832079869,click
788,604,253,832079869,watch
789,604,253,832079869,click
790,604,185,832079869,watch
791,604,410,832079938,click
792,604,288,832079938,click
793,604,110,832079938,click
794,604,410,832079938,watch
795,604,288,832079938,watch
796,604,34,832079958,watch
797,604,32,832079958,watch
798,604,34,832079958,click
799,604,317,832079958,click
800,604,32,832079958,click
801,604,432,832079982,click
802,604,39,832079983,click
803,604,111,832079983,watch
804,604,111,832079983,click
805,604,315,832080050,watch
806,604,315,832080050,click
807,604,420,832080050,click
808,604,151,832080071,click
809,604,435,832080071,click
810,604,95,832080071,click
811,604,435,832080071,watch
812,604,95,832080071,watch
813,604,17,832080092,watch
814,604,17,832080092,click
815,604,173,832080093,click
816,604,186,832080093,click
817,604,261,832080111,watch
818,604,265,832080111,watch
819,604,265,832080111,click
820,604,261,832080111,click
821,604,235,832080111,click
822,604,196,832080111,click
823,604,158,832080193,watch
824,604,293,832080193,click
825,604,168,832080193,click
826,604,158,832080193,click
828,604,62,832080293,click
829,604,62,832080293,watch
830,604,224,832080293,click
831,604,172,832080293,click
832,604,2,832080293,watch
833,604,2,832080293,click
834,604,25,832080316,click
835,604,223,832080333,watch
837,604,223,832080333,click
838,604,272,832080355,click
839,604,5,832080355,click
840,604,277,832080355,watch
841,604,272,832080355,watch
842,604,277,832080355,click
843,604,6,832080355,click
844,604,708,832080461,click
846,604,22,832080546,click
849,604,593,832080562,click
850,604,593,832080562,watch
873,604,724,832080735,click
874,604,592,832080778,click
875,604,592,832080778,watch
876,604,380,832080778,click
877,604,300,832080799,click
878,604,553,832080841,click
879,604,553,832080841,watch
881,604,60,832080939,click
882,604,60,832080939,watch
883,604,170,832080961,click
884,604,112,832080961,watch
885,604,112,832080961,click
886,604,327,832080980,watch
887,604,327,832080980,click
888,604,364,832081000,watch
889,604,364,832081000,click
892,604,454,832081027,click
894,604,454,832081027,watch
896,604,610,832081042,click
898,604,610,832081042,watch
900,604,367,832081063,click
905,604,104,832081105,click
907,604,637,832081130,click
908,604,616,832081130,click
909,604,442,832081130,watch
910,604,551,832081130,click
911,604,442,832081130,click
912,604,637,832081130,watch
913,145,590,832105148,watch
914,145,296,832105148,watch
915,145,296,832105148,click
916,145,590,832105148,click
917,145,150,832105148,click
918,145,380,832105148,click
919,145,592,832105148,click
920,145,588,832105183,click
921,145,344,832105183,click
922,145,153,832105183,click
923,145,588,832105183,watch
924,145,165,832105183,click
925,145,316,832105216,click
926,145,329,832105216,click
927,145,595,832105216,click
928,145,595,832105216,watch
929,145,318,832105216,click
930,145,1,832105242,click
931,145,1,832105242,watch
932,145,434,832105242,click
933,145,161,832105242,watch
934,145,339,832105242,click
935,145,161,832105242,click
936,145,231,832105242,click
937,145,208,832105394,click
938,145,300,832105394,click
939,145,292,832105394,click
940,145,50,832105428,watch
941,145,50,832105428,click
942,145,111,832105479,watch
943,145,111,832105479,click
944,136,592,832449136,click
945,136,380,832449136,click
946,136,592,832449136,watch
947,136,150,832449136,click
948,136,590,832449136,click
949,136,349,832449163,click
950,136,165,832449163,click
951,136,588,832449163,click
952,136,165,832449163,watch
953,136,349,832449163,watch
954,136,153,832449165,click
955,136,595,832449197,click
956,136,231,832449197,click
957,136,329,832449197,click
958,136,316,832449197,click
959,136,10,832449222,watch
960,136,434,832449222,click
961,136,161,832449222,watch
962,136,10,832449222,click
963,136,339,832449222,watch
964,136,161,832449222,click
965,136,339,832449222,click
966,136,185,832449254,click
967,136,300,832449254,click
968,136,253,832449254,watch
969,136,208,832449254,click
970,136,253,832449254,click
971,136,292,832449254,click
972,136,225,832449274,click
973,136,225,832449274,watch
974,136,410,832449274,click
975,136,110,832449274,watch
976,136,110,832449274,click
977,136,47,832449299,watch
978,136,317,832449299,click
979,136,266,832449299,click
980,136,47,832449299,click
981,136,34,832449299,click
982,136,19,832449345,click
983,136,160,832449345,click
984,136,420,832449345,click
985,136,282,832449365,watch
986,136,315,832449365,click
987,136,435,832449365,click
988,136,282,832449365,click
989,136,432,832449365,click
990,136,337,832449391,watch
991,136,173,832449391,click
992,136,337,832449391,click
993,136,151,832449391,click
994,136,151,832449391,watch
995,136,95,832449391,watch
996,136,95,832449391,click
997,136,553,832449422,click
998,136,252,832449422,watch
999,136,252,832449422,click
1000,136,196,832449422,click
1001,136,235,832449454,watch
1002,136,235,832449454,click
1003,136,158,832449475,click
1004,136,168,832449475,click
1005,136,168,832449475,watch
1006,136,256,832449501,click
1007,136,333,832449501,click
1008,136,256,832449501,watch
1009,136,333,832449501,watch
1010,136,593,832449522,click
1011,136,62,832449522,watch
1012,136,457,832449522,click
1013,136,457,832449522,watch
1014,136,62,832449522,click
1015,136,44,832449539,click
1021,136,277,832449595,click
1022,136,16,832449614,click
1024,136,16,832449614,watch
1025,136,431,832449655,click
1026,136,431,832449655,watch
1027,136,145,832449655,click
1028,136,216,832449683,watch
1029,136,216,832449683,click
1030,136,364,832449683,click
1031,136,364,832449683,watch
1034,136,454,832449705,click
1039,136,367,832449729,watch
1040,136,367,832449729,click
1041,136,170,832449755,click
1043,136,170,832449755,watch
1045,136,440,832449786,click
1046,136,327,832449786,click
1047,136,440,832449786,watch
1053,136,442,832449858,click
1055,136,350,832449883,click
1057,136,350,832449883,watch
1058,136,551,832449883,click
1061,136,353,832449934,click
1062,136,353,832449934,watch
1068,136,637,832449989,click
1069,136,637,832449989,watch
1073,136,471,832450058,click
1074,136,471,832450058,watch
1076,136,552,832450076,click
1086,130,592,832589516,click
1087,130,380,832589516,click
1088,130,590,832589516,click
1089,130,150,832589516,click
1090,130,150,832589516,watch
1091,130,296,832589516,click
1092,130,296,832589516,watch
1093,130,588,832589546,click
1094,130,153,832589546,click
1095,130,165,832589546,watch
1096,130,165,832589546,click
1097,130,153,832589546,watch
1098,130,344,832589546,click
1099,130,344,832589546,watch
1100,130,349,832589546,click
1101,130,329,832589583,click
1102,130,316,832589583,click
1103,130,318,832589583,click
1104,130,318,832589583,watch
1105,130,231,832589583,watch
1106,130,595,832589583,click
1107,130,231,832589583,click
1108,130,1,832589610,click
1109,130,339,832589610,click
1110,130,339,832589610,watch
1111,130,434,832589610,click
1112,130,161,832589610,watch
1113,130,161,832589610,click
1114,130,208,832589634,click
1115,130,185,832589634,click
1116,130,300,832589634,click
1117,130,292,832589635,click
1118,130,253,832589635,click
1119,130,292,832589635,watch
1120,130,253,832589635,watch
1121,130,110,832589660,click
1122,130,225,832589660,click
1123,130,225,832589660,watch
1124,130,110,832589660,watch
1125,130,410,832589660,click
1126,130,410,832589660,watch
1127,130,317,832589692,click
1128,444,380,832668242,watch
1129,444,296,832668242,watch
1130,444,380,832668242,click
1131,444,296,832668242,click
1132,444,344,832668784,click
1133,444,595,832669131,click
1134,444,595,832669131,watch
1135,444,208,832669862,click
1136,444,185,832669862,click
1137,444,300,832669863,click
1138,444,110,832670075,watch
1139,444,110,832670075,click
1140,444,21,832670075,watch
1141,444,21,832670075,click
1142,444,47,832670399,watch
1143,444,47,832670399,click
1144,444,50,832670838,click
1145,444,50,832670838,watch
1146,444,111,832671475,click
1147,444,111,832671475,watch
1148,444,173,832671553,click
1149,444,593,832672087,watch
1150,444,593,832672087,click
1151,444,235,832672088,watch
1152,444,235,832672088,click
1153,444,265,832673916,watch
1154,444,265,832673916,click
1155,444,555,832676499,click
1156,444,555,832676499,watch
1157,444,6,832677558,watch
1158,444,6,832677558,click
1160,444,16,832678415,click
1162,444,16,832678415,watch
1163,444,367,832678513,click
1164,444,367,832678513,watch
1165,444,58,832679295,watch
1166,444,431,832679295,click
1167,444,431,832679295,watch
1168,444,58,832679295,click
1169,444,509,832679824,watch
1170,444,509,832679824,click
1171,444,350,832682395,click
1172,444,353,832682839,watch
1173,444,353,832682839,click
1174,284,296,832695048,watch
1175,284,592,832695048,click
1176,284,590,832695048,watch
1177,284,296,832695048,click
1178,284,592,832695048,watch
1179,284,380,832695048,watch
1180,284,380,832695048,click
1181,284,150,832695048,click
1182,284,590,832695048,click
1183,284,344,832695146,watch
1184,284,165,832695146,watch
1185,284,588,832695146,watch
1186,284,153,832695146,click
1187,284,165,832695146,click
1188,284,349,832695146,click
1189,284,588,832695146,click
1190,284,344,832695146,click
1191,284,231,832695208,click
1192,284,318,832695208,click
1193,284,329,832695208,click
1194,284,231,832695208,watch
1195,284,316,832695208,watch
1196,284,595,832695208,click
1197,284,595,832695208,watch
1198,284,318,832695208,watch
1199,284,316,832695208,click
1200,284,589,832695327,watch
1201,284,589,832695327,click
1202,284,356,832695327,watch
1203,284,104,832695327,click
1204,284,356,832695327,click
1205,284,353,832695327,click
1206,284,104,832695327,watch
1207,284,47,832695534,click
1208,284,736,832695534,watch
1209,284,736,832695534,click
1210,284,2,832699451,click
1211,284,10,832699451,watch
1212,284,2,832699451,watch
1213,284,10,832699451,click
1214,284,377,832699616,watch
1215,284,110,832699616,click
1216,284,457,832699616,watch
1217,284,377,832699616,click
1218,284,457,832699616,click
1219,284,110,832699616,watch
1220,284,474,832699616,click
1221,284,474,832699616,watch
1222,284,480,832699656,click
1223,284,376,832699656,watch
1224,284,376,832699656,click
1225,284,480,832699656,watch
1226,284,552,832699656,click
1227,284,442,832699673,watch
1228,284,95,832699673,watch
1229,284,434,832699673,click
1230,284,95,832699673,click
1231,284,442,832699673,click
1232,284,434,832699673,watch
1233,284,145,832699698,click
1236,284,32,832699723,watch
1237,284,32,832699723,click
1239,284,208,832699760,click
1240,284,21,832699760,click
1241,284,208,832699760,watch
1243,284,485,832699795,click
1244,284,112,832699795,watch
1246,284,112,832699795,click
1247,284,173,832699863,click
1248,284,173,832699863,watch
1251,284,44,832699890,click
1252,284,172,832699890,click
1253,284,327,832699947,watch
1254,284,327,832699947,click
1255,284,357,832786307,click
1256,284,367,832786307,click
1257,284,357,832786307,watch
1258,284,367,832786307,watch
1259,284,440,832786307,click
1260,284,440,832786307,watch
1261,284,500,832786349,click
1262,284,235,832786349,click
1263,284,410,832786349,click
1264,284,500,832786349,watch
1265,284,348,832786406,watch
1267,284,348,832786406,click
1268,284,370,832786406,click
1270,284,539,832786436,watch
1271,284,585,832786436,click
1272,284,539,832786436,click
1273,284,585,832786436,watch
1275,284,339,832786477,click
1276,284,252,832786477,click
1277,284,223,832786477,watch
1278,284,339,832786477,watch
1279,284,252,832786477,watch
1280,284,223,832786477,click
1281,284,333,832786529,click
1282,284,520,832786529,click
1283,284,333,832786529,watch
1284,284,224,832786529,click
1287,284,216,832786827,click
1288,284,216,832786827,watch
1289,284,39,832786975,click
1290,284,19,832786975,click
1291,284,435,832786975,watch
1292,284,19,832786975,watch
1293,284,435,832786975,click
1294,284,420,832786975,click
1295,284,432,832786975,click
1296,284,256,832787043,click
1297,284,236,832787043,watch
1298,284,236,832787043,click
1299,284,186,832787043,watch
1300,284,186,832787043,click
1304,284,342,832787162,click
1312,284,637,832787305,watch
1313,284,637,832787305,click
1314,536,150,832839783,watch
1315,536,150,832839783,click
1316,536,592,832839783,click
1317,536,590,832839783,click
1318,536,349,832839804,watch
1319,536,165,832839804,click
1320,536,349,832839804,click
1321,536,329,832839820,click
1322,536,434,832839829,watch
1323,536,434,832839829,click
1324,536,300,832839848,watch
1325,536,300,832839848,click
1326,536,225,832839862,watch
1327,536,110,832839862,click
1328,536,225,832839862,click
1329,536,110,832839862,watch
1330,536,593,832839896,watch
1331,536,593,832839896,click
1332,536,315,832839896,click
1333,536,457,832839906,click
1334,536,261,832839938,watch
1335,536,261,832839938,click
1337,536,454,832839990,watch
1338,536,454,832839990,click
1339,536,272,832840002,click
1340,536,272,832840002,watch
1341,536,350,832840061,click
1342,536,45,832840081,watch
1343,536,45,832840081,click
1351,536,356,832840319,watch
1352,536,356,832840319,click
1353,536,480,832840352,watch
1354,536,480,832840352,click
1355,536,589,832840384,click
1356,536,527,832840391,click
1357,536,527,832840391,watch
1358,536,500,832840425,click
1359,536,368,832840433,watch
1360,536,368,832840433,click
1361,536,370,832840462,click
1367,134,592,832840928,click
1368,134,590,832840928,click
1369,134,590,832840928,watch
1370,134,296,832840929,watch
1371,134,296,832840929,click
1372,134,380,832840929,click
1373,134,349,832841003,watch
1374,134,344,832841003,click
1375,134,588,832841003,click
1376,134,349,832841003,click
1377,134,153,832841003,click
1378,134,153,832841003,watch
1379,134,595,832841046,click
1380,134,316,832841046,click
1381,134,231,832841046,click
1382,134,316,832841046,watch
1383,134,595,832841046,watch
1384,134,161,832841103,watch
1385,134,434,832841103,click
1386,134,1,832841103,click
1387,134,161,832841103,click
1388,134,208,832841137,click
1389,134,253,832841137,click
1390,134,208,832841137,watch
1391,134,253,832841137,watch
1392,134,47,832841168,watch
1393,134,288,832841168,click
1394,134,110,832841168,watch
1395,134,288,832841168,watch
1396,134,110,832841168,click
1397,134,47,832841168,click
1398,134,160,832841215,click
1399,134,593,832841244,watch
1400,134,315,832841244,click
1401,134,593,832841244,click
1402,134,173,832841267,click
1403,134,553,832841400,watch
1404,134,553,832841400,click
1405,134,186,832841423,click
1406,134,48,832841524,click
